doc_n,date,title
2022100961.0,2022-04-18,ГИДРОТЕХНИЧЕСКОЕ СООРУЖЕНИЕ
2019126297.0,2021-02-26,СТРЕЛОВОЕ УСТРОЙСТВО
2022105429.0,2022-05-04,Способ формирования подбалластного защитного слоя и комплекс путевых машин для его осуществления
2020101790.0,2021-07-19,ВИБРОИЗОЛИРОВАННЫЙ ФУНДАМЕНТ С ПНЕВМАТИЧЕСКОЙ СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ
2020101793.0,2021-07-19,ВИБРОИЗОЛИРУЮЩИЙ ФУНДАМЕНТ С ИНЕРЦИОННЫМИ МАССАМИ
2020100344.0,2021-07-12,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020100649.0,2021-07-13,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020125257.0,2022-01-31,"СПОСОБ АВТОМАТИЧЕСКОГО ДВИЖЕНИЯ РАБОЧЕГО УСТРОЙСТВА, А ТАКЖЕ РАБОЧЕЕ УСТРОЙСТВО"
2020100663.0,2021-07-13,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020100664.0,2021-07-13,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2021101118.0,2021-11-22,Дорожная одежда при ремонте благоустроенных территорий с применением пенофибробетона
2020119736.0,2021-12-22,ЗАЩИТНОЕ ПРЕДУПРЕДИТЕЛЬНОЕ ОГРАЖДЕНИЕ
2020119772.0,2021-12-16,Способ прямого динамического расчета фортификационных сооружений котлованного типа на воздействие сейсмовзрывных волн с учетом природной сейсмики
2019120989.0,2021-01-11,АРМАТУРНЫЙ ЭЛЕМЕНТ
2020100704.0,2021-07-13,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142141.0,2021-07-13,Защитные и направляющие устройства и системы с направленной поверхностной маркировкой
2020116007.0,2021-10-20,СПОСОБ ПРИГОТОВЛЕНИЯ И ПРИМЕНЕНИЯ ИНЪЕКЦИОННОЙ СМЕСИ ДЛЯ ЛИКВИДАЦИИ ВОДОПРОЯВЛЕНИЙ И УПРОЧНЕНИЯ ГРУНТОВ С КОМПОНЕНТАМИ ДЛЯ РЕАЛИЗАЦИИ СПОСОБА
2019129750.0,2021-03-19,НАПЛАВНОЕ СИНТЕТИЧЕСКОЕ ФИЛЬТРУЮЩЕЕ УСТРОЙСТВО
2019133843.0,2021-04-26,ВИБРОИЗОЛИРОВАННЫЙ ФУНДАМЕНТ С ПНЕВМАТИЧЕСКОЙ СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ
2019133850.0,2021-04-26,ВИБРОИЗОЛИРОВАННЫЙ ФУНДАМЕНТ С ПНЕВМАТИЧЕСКОЙ СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ
2019143952.0,2021-06-25,СИСТЕМА ЗАЩИТЫ КРОМКИ ДЛЯ РАБОЧЕГО ОРГАНА
2020101995.0,2021-07-23,ДВОЙНАЯ ТОПЛИВНАЯ СИСТЕМА ДЛЯ РАБОЧИХ ТРАНСПОРТНЫХ СРЕДСТВ
2021114643.0,2022-11-24,"АНКЕРНОЕ УСТРОЙСТВО, ПРЕДНАЗНАЧЕННОЕ ДЛЯ УДЕРЖАНИЯ ИЗОЛЯЦИОННЫХ БЛОКОВ"
2020106121.0,2021-08-11,СОРТИРУЮЩИЙ КОВШ
2019138718.0,2021-07-09,МАТЕРИАЛ ЗАПОЛНИТЕЛЯ ИСКУССТВЕННОГО ТРАВЯНОГО ПОКРЫТИЯ
2020111583.0,2021-09-20,Способ прямого динамического расчета конструкций обделок специальных подземных сооружений на воздействия ядерного взрыва с учетом природной сейсмики
2021112185.0,2022-10-28,Сборное пролетное строение моста из дощатоклееных блоков заводского изготовления
2020110698.0,2021-09-15,ОПОРНАЯ СИСТЕМА ДЛЯ ПОДЪЕМНОЙ СИСТЕМЫ
2021111735.0,2022-10-26,"Способ проектирования вертикальных кривых продольного профиля на автомобильных дорогах ""арка синусоиды"""
2020108325.0,2021-09-06,БЫСТРОДЕЙСТВУЮЩИЙ СОЕДИНИТЕЛЬ
2020109419.0,2021-09-03,Способ оценки устойчивости грунтового гидротехнического сооружения к динамическим воздействиям от проходящего железнодорожного транспорта
2019136196.0,2021-05-25,МОДУЛЬНЫЙ РАСПЫЛИТЕЛЬНЫЙ УЗЕЛ ДЛЯ РАБОЧЕЙ МАШИНЫ
2020101447.0,2021-07-15,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020101450.0,2021-07-15,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020101460.0,2021-07-15,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020101463.0,2021-07-15,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020100650.0,2021-07-13,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019120805.0,2021-01-12,Установка для производства и распределения битумных конгломератов
2021110565.0,2022-10-17,БЫСТРОДЕЙСТВУЮЩЕЕ СОЕДИНЕНИЕ С ЦЕНТРИРУЮЩИМ УСТРОЙСТВОМ
2021111105.0,2021-06-28,СПОСОБ ЗАЩИТЫ ВЫГРЕБНОГО РАБОЧЕГО ОРГАНА ЩЕБНЕОЧИСТИТЕЛЬНОЙ МАШИНЫ ОТ ПЕРЕГРУЗОК И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ
2021110223.0,2022-10-12,ГАСИТЕЛЬ ЭНЕРГИИ ВОДНОГО ПОТОКА
2020108461.0,2021-12-22,СТРЕЛКА
2020100955.0,2021-07-14,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020100956.0,2021-07-14,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2021108490.0,2022-09-30,МОБИЛЬНАЯ РАБОЧАЯ МАШИНА
2020100962.0,2021-07-14,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2020105507.0,2021-08-05,Способ защиты мерзлого основания насыпи дорожного полотна от негативного влияния обводнения
2021107704.0,2022-09-23,СПОСОБ ВЫПОЛНЕНИЯ ДЕФОРМАЦИОННОГО ШВА И ДИЛАТАЦИОННОЕ УСТРОЙСТВО ДЛЯ ЕГО РЕАЛИЗАЦИИ
2020137375.0,2022-06-22,СИСТЕМЫ И СПОСОБЫ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ РАЗВЯЗКИ С ДОСТУПОМ К ОБЩЕСТВЕННОМУ И ЧАСТНОМУ ТРАНСПОРТУ
2019132726.0,2021-04-16,Стыки рельсов без стука
2019140804.0,2021-07-09,ЖЕЛЕЗОБЕТОННОЕ ДОРОЖНОЕ ПОЛОТНО УМЕНЬШЕННОЙ ТОЛЩИНЫ
2020109384.0,2021-09-03,Железобетонная трубопроводная опора с усиленным гребне-пазовым сочленением
2019135716.0,2021-05-06,УСТРОЙСТВО ДЛЯ ИЗМЕРЕНИЯ ВЗАИМНОГО РАСПОЛОЖЕНИЯ ОСТРЯКА И РАМНОГО РЕЛЬСА СТРЕЛОЧНОГО ПЕРЕВОДА
2019128265.0,2021-03-09,Применение термомодифицированных измельченных древесных отходов для сбора нефти и нефтепродуктов предпочтительно с водной поверхности
2019121239.0,2021-04-01,Столбы безопасности пешеходов
2020106104.0,2021-08-10,УСТАНОВКА ДЛЯ БЫСТРОГО ВОССТАНОВЛЕНИЯ АСФАЛЬТОБЕТОННОГО ДОРОЖНОГО ПОКРЫТИЯ
2019134475.0,2021-06-23,"РЕЛЬСОВЫЙ УЗЕЛ ДЛЯ РЕЛЬСОВЫХ ТРАНСПОРТНЫХ СРЕДСТВ, ИМЕЮЩИХ КОЛЕСА С РЕБОРДОЙ"
2020105152.0,2021-08-04,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019139600.0,2021-06-07,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019139605.0,2021-06-07,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019139608.0,2021-06-07,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ПРОИЗВОДСТВЕННОГО ПОМЕЩЕНИЯ
2019140041.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019144707.0,2021-06-28,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019144708.0,2021-06-28,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019144709.0,2021-06-28,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019144710.0,2021-06-28,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019144711.0,2021-06-29,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019144712.0,2021-06-28,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019144713.0,2021-06-28,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019140045.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140073.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140128.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019139584.0,2021-06-07,МАЛОШУМНОЕ ПРОИЗВОДСТВЕННОЕ ПОМЕЩЕНИЕ
2019139585.0,2021-06-07,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2019139588.0,2021-06-07,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2019139592.0,2021-06-07,ОГРАЖДЕНИЕ АКУСТИЧЕСКОЕ С РЕЗОНАНСНЫМИ ЭЛЕМЕНТАМИ
2019139593.0,2021-06-07,СПОСОБ АКУСТИЧЕСКОЙ ЗАЩИТЫ ОПЕРАТОРА
2019139595.0,2021-06-07,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ЦЕХА С ВИБРОАКТИВНЫМ ОБОРУДОВАНИЕМ
2019139596.0,2021-06-07,ОГРАЖДЕНИЕ АКУСТИЧЕСКОЕ
2019139602.0,2021-06-07,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ПРОИЗВОДСТВЕННОГО ПОМЕЩЕНИЯ
2019144896.0,2021-06-30,ВИБРОИЗОЛИРОВАННЫЙ ФУНДАМЕНТ ПРОИЗВОДСТВЕННОГО ЗДАНИЯ
2019139604.0,2021-06-07,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019139606.0,2021-06-07,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ПРОИЗВОДСТВЕННОГО ПОМЕЩЕНИЯ
2019139609.0,2021-06-07,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019139610.0,2021-06-07,АКУСТИЧЕСКИ КОМФОРТНОЕ ПОМЕЩЕНИЕ С ШУМОЗАЩИТНЫМ ОБОРУДОВАНИЕМ
2019139611.0,2021-06-07,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019139616.0,2021-06-07,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2019140042.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019145293.0,2021-06-30,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019145294.0,2021-06-30,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019140075.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140076.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140077.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140129.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140167.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140169.0,2021-06-07,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019144528.0,2021-06-28,ВЗРЫВОЗАЩИТНОЕ УСТРОЙСТВО ДЛЯ ОГРАЖДЕНИЯ ЗДАНИЙ
2019142877.0,2021-06-23,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ РЕЗОНАНСНОГО ТИПА
2019142883.0,2021-06-23,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ
2019142894.0,2021-06-23,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ПРОИЗВОДСТВЕННОГО ПОМЕЩЕНИЯ
2019142902.0,2021-06-23,МАЛОШУМНОЕ ПРОИЗВОДСТВЕННОЕ ПОМЕЩЕНИЕ
2019142915.0,2021-06-23,СПОСОБ ЗВУКОПОГЛОЩЕНИЯ С РЕЗОНАНСНЫМИ ВСТАВКАМИ
2019142954.0,2021-06-23,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019142963.0,2021-06-23,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2019142965.0,2021-06-23,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2019142973.0,2021-06-23,СПОСОБ ЗАЩИТЫ ОПЕРАТОРА ОТ ПРОИЗВОДСТВЕННОГО ШУМА
2019142974.0,2021-06-23,КОНСТРУКЦИЯ ПОЛА НА УПРУГОМ ОСНОВАНИИ
2019143185.0,2021-06-23,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019143186.0,2021-06-23,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019138875.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019143208.0,2021-06-23,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019143211.0,2021-06-23,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019138879.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138880.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019143216.0,2021-06-23,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019143219.0,2021-06-23,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019143222.0,2021-06-23,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019138883.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138892.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138928.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138929.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138930.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138938.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138948.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138949.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138787.0,2021-05-31,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019138789.0,2021-05-31,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019138791.0,2021-05-31,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142404.0,2021-06-21,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ЦЕХА
2019142402.0,2021-06-21,АКУСТИЧЕСКИ КОМФОРТНОЕ ПОМЕЩЕНИЕ С ШУМОЗАЩИТНЫМ ОБОРУДОВАНИЕМ
2019142406.0,2021-06-21,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ЦЕХА С ВИБРОАКТИВНЫМ ОБОРУДОВАНИЕМ
2019142161.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142165.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019138792.0,2021-05-31,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142168.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019138794.0,2021-05-31,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019138858.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138860.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019138861.0,2021-05-31,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019142225.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142226.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142228.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142250.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142252.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019142255.0,2021-06-18,ДЕРИВАЦИОННАЯ ГИДРОЭЛЕКТРОСТАНЦИЯ
2019137397.0,2021-05-21,СЕЙСМОСТОЙКОЕ СООРУЖЕНИЕ
2019136379.0,2021-05-13,ЭКСТРУЗИОННЫЙ АНОДИРОВАННЫЙ АЛЮМИНИЕВЫЙ ПРОФИЛЬ БЫСТРОСБОРНЫХ КОНСТРУКЦИЙ
2019144538.0,2021-06-28,СПОСОБ ВЗРЫВОЗАЩИТЫ С ДЕМПФИРУЮЩИМ УСТРОЙСТВОМ
2019135501.0,2021-05-06,ПРОИЗВОДСТВЕННОЕ ПОМЕЩЕНИЕ С НИЗКИМ УРОВНЕМ ШУМА
2019144539.0,2021-06-28,СПОСОБ ВЗРЫВОЗАЩИТЫ ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ
2019134951.0,2021-04-30,"Способ возведения конструкций с использованием термопластичных материалов ""Воздушный дом"""
2019133882.0,2021-04-26,ЗАЩИТНОЕ УСТРОЙСТВО ДЛЯ ВЗРЫВООПАСНОГО ОБОРУДОВАНИЯ
2019142341.0,2021-06-21,ВИБРОДЕМПФИРУЮЩАЯ ВСТАВКА ДЛЯ ПОЛОСТЕЙ ПЛИТ МЕЖЭТАЖНОГО ПЕРЕКРЫТИЯ
2019142356.0,2021-06-21,СПОСОБ ЗВУКОПОГЛОЩЕНИЯ В ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЯХ
2019142362.0,2021-06-21,ВЗРЫВОЗАЩИТНАЯ РАЗРУШАЮЩАЯСЯ КОНСТРУКЦИЯ ДЛЯ ВЗРЫВООПАСНЫХ ЗДАНИЙ
2019142365.0,2021-06-21,СИСТЕМА ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ ВЗРЫВООПАСНЫХ ОБЪЕКТОВ
2019142375.0,2021-06-21,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019141390.0,2021-06-15,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ЦЕХА С ВИБРОАКТИВНЫМ ОБОРУДОВАНИЕМ
2019141395.0,2021-06-15,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2019141396.0,2021-06-15,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2019141420.0,2021-06-15,ЗАЩИТНОЕ УСТРОЙСТВО ДЛЯ ВЗРЫВООПАСНЫХ ОБЪЕКТОВ
2019141435.0,2021-06-15,АКУСТИЧЕСКОЕ ОГРАЖДЕНИЕ С РЕЗОНАНСНЫМИ ЭЛЕМЕНТАМИ
2019141439.0,2021-06-15,СПОСОБ АКУСТИЧЕСКОЙ ЗАЩИТЫ ОПЕРАТОРА
2019141444.0,2021-06-15,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019141445.0,2021-06-15,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019121271.0,2021-01-11,Устройство для монтажа вспомогательного оборудования в натяжном потолке
2019133897.0,2021-04-26,ПАЛАТКА С АВТОНОМНЫМ ПЕЧНЫМ ОТОПЛЕНИЕМ ДЛЯ ВРЕМЕННОГО ПРОЖИВАНИЯ ЛЮДЕЙ В ЭКСТРЕМАЛЬНЫХ УСЛОВИЯХ
2019133694.0,2021-04-22,Способ определения прочности железобетонной колонны круглого сечения
2019115830.0,2021-03-09,СИСТЕМА ЗАЩИТЫ ЗДАНИЙ ОТ ВРЕЗАЮЩИХСЯ В НИХ САМОЛЕТОВ
2019144540.0,2021-06-29,СПОСОБ ВЗРЫВОЗАЩИТЫ ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ
2019144523.0,2021-06-28,ПРОТИВОВЗРЫВНАЯ ПАНЕЛЬ С ИНДИКАТОРОМ БЕЗОПАСНОСТИ
2019144537.0,2021-06-28,ВЗРЫВОЗАЩИТНАЯ ПЛИТА
2019132327.0,2021-04-14,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2019141521.0,2021-06-15,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019132363.0,2021-04-14,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2019132368.0,2021-04-14,СТЕНД ДЛЯ ИССЛЕДОВАНИЯ АКУСТИЧЕСКИХ ХАРАКТЕРИСТИК ЗВУКОПОГЛОЩАЮЩИХ ЭЛЕМЕНТОВ В РЕВЕРБЕРАЦИОННОЙ КАМЕРЕ
2019130616.0,2021-03-30,АКУСТИЧЕСКАЯ КАБИНА
2019130626.0,2021-03-30,АКУСТИЧЕСКОЕ УСТРОЙСТВО
2019130635.0,2021-03-30,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ С СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ
2019130234.0,2021-03-27,СПОСОБ ИССЛЕДОВАНИЯ АКУСТИЧЕСКИХ ХАРАКТЕРИСТИК ОБЪЕКТОВ В ЗАГЛУШЕННОЙ КАМЕРЕ
2019140229.0,2021-06-09,ПАЛАТКА С АВТОНОМНЫМ ПЕЧНЫМ ОТОПЛЕНИЕМ ДЛЯ ВРЕМЕННОГО ПРОЖИВАНИЯ ЛЮДЕЙ В ЭКСТРЕМАЛЬНЫХ УСЛОВИЯХ
2019140231.0,2021-06-09,СПОСОБ ИССЛЕДОВАНИЯ АКУСТИЧЕСКИХ ХАРАКТЕРИСТИК ОБЪЕКТОВ В ЗАГЛУШЕННОЙ КАМЕРЕ
2019140235.0,2021-06-09,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2019140237.0,2021-06-09,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2019140252.0,2021-06-09,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ
2019140256.0,2021-06-09,ШТУЧНЫЙ ЗВУКОПОГЛОТИТЕЛЬ
2019140213.0,2021-06-09,ЗАЩИТНОЕ УСТРОЙСТВО ДЛЯ ВЗРЫВООПАСНОГО ОБОРУДОВАНИЯ
2019140223.0,2021-06-09,АКУСТИЧЕСКИЙ ЭКРАН ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2019140226.0,2021-06-09,ПАЛАТКА ДЛЯ ВРЕМЕННОГО ПРОЖИВАНИЯ ЛЮДЕЙ В ЭКСТРЕМАЛЬНЫХ УСЛОВИЯХ
2019130611.0,2021-03-30,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2019130615.0,2021-03-30,АКУСТИЧЕСКАЯ КАБИНА
2019140471.0,2021-06-10,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140472.0,2021-06-10,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019140474.0,2021-06-10,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019130619.0,2021-03-30,АКУСТИЧЕСКИЙ ЭКРАН ДЛЯ ПРЯДИЛЬНЫХ МАШИН ТИПА ПСК
2019130176.0,2021-03-26,АКУСТИЧЕСКИЙ ЭКРАН
2019130178.0,2021-03-26,АКУСТИЧЕСКИЙ ЭКРАН ДЛЯ ПРЯДИЛЬНЫХ МАШИН ТИПА ПСК
2019130217.0,2021-03-26,АКУСТИЧЕСКИ КОМФОРТНОЕ ПОМЕЩЕНИЕ
2019130243.0,2021-03-26,СПОСОБ ИССЛЕДОВАНИЯ АКУСТИЧЕСКИХ ХАРАКТЕРИСТИК ОБЪЕКТА В РЕВЕРБЕРАЦИОННОЙ КАМЕРЕ
2019130247.0,2021-03-26,КОМПЛЕКС ДЛЯ АКУСТИЧЕСКОЙ ЗАЩИТЫ ОПЕРАТОРА
2019130249.0,2021-03-26,АКУСТИЧЕСКИЙ ЭКРАН ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2019130252.0,2021-03-26,АКУСТИЧЕСКАЯ КАБИНА
2019140538.0,2021-06-10,СПОСОБ ПРОИЗВОДСТВА ЭЛЕКТРОЭНЕРГИИ
2019128750.0,2021-03-15,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019128457.0,2021-03-10,Устройство для повышения безопасности эксплуатации зданий и сооружений за счет предотвращения опасного льдообразования на крыше
2019127467.0,2021-03-02,СЕЙСМОСТОЙКОЕ ЗДАНИЕ
2019127472.0,2021-03-02,ЗВУКОИЗОЛИРУЮЩИЙ КОЖУХ С СИСТЕМОЙ ВИБРОИЗОЛЯЦИИ ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ
2019124596.0,2021-02-01,ЛЕТАЮЩИЙ ДОМ
