doc_n,date,title
2016131710.0,2018-02-06,СПОСОБ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016131713.0,2018-02-05,СПОСОБ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016131718.0,2018-02-05,УСТРОЙСТВО ДЛЯ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016131720.0,2018-02-05,СПОСОБ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016131722.0,2018-02-06,СПОСОБ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016132665.0,2018-02-13,Способ создания ландшафтно-экологического дизайна берегов и поймы рек в городской среде
2017100074.0,2018-07-09,СПОСОБ РАЗРУШЕНИЯ ЛЕДЯНОГО ПОКРОВА
2016131594.0,2018-02-06,СПОСОБ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016140260.0,2018-04-12,КАРАОКЕ СТУДИЯ ЗВУКОЗАПИСИ
2016137812.0,2018-03-23,"СВЕТОИЗЛУЧАЮЩАЯ АКУСТИЧЕСКАЯ ПАНЕЛЬ И ОСВЕТИТЕЛЬНАЯ СИСТЕМА, СОДЕРЖАЩАЯ НАБОР ТАКИХ ПАНЕЛЕЙ"
2016144480.0,2018-05-17,КОМПАКТНЫЙ УНИВЕРСАЛЬНЫЙ ПАНДУС
2016144070.0,2018-05-11,"Железобетонная панель межэтажных перекрытий зданий, ударопоглощающий элемент и конструкция межэтажных перекрытий в зданиях, включающая вышеуказанное"
2016131597.0,2018-02-07,СПОСОБ ЗАМОРАЖИВАНИЯ ВЕРХНЕГО СЛОЯ ВОДНОГО ПОТОКА РЕКИ ИЛИ КАНАЛА В ЗИМНИЙ ПЕРИОД
2016145245.0,2018-05-18,СТЕНД ДЛЯ ИССЛЕДОВАНИЯ РАЗРУШАЮЩИХСЯ ЭЛЕМЕНТОВ КОНСТРУКЦИЙ ЗДАНИЙ И СООРУЖЕНИЙ
2016140876.0,2018-04-18,СЭНДВИЧ-БЕТОН
2016135967.0,2018-03-14,СПОСОБ ДИАГНОСТИКИ ТЕХНИЧЕСКОГО СОСТОЯНИЯ ЗДАНИЙ И СООРУЖЕНИЙ
2016129608.0,2018-01-30,УПРАВЛЯЮЩЕЕ УСТРОЙСТВО ДЛЯ ГИДРАВЛИЧЕСКОГО ТЯЖЕЛОГО МАШИННОГО ОБОРУДОВАНИЯ
2016127933.0,2018-01-16,Речная гидроэлектростанция
2018147574.0,2020-06-30,ГИДРОПРИВОД ДЛЯ БЕСТРАНШЕЙНОЙ ЗАМЕНЫ И ПРОКЛАДКИ ПОДЗЕМНЫХ КОММУНИКАЦИЙ
2016134184.0,2018-02-22,Способ изготовления складывающейся осветительной мачты регулярного переменного по высоте сечения
2017138684.0,2019-05-07,Судно с воздушным движителем
2019101768.0,2020-07-23,Способ работы электростанции и гидроэлектростанция
2018134837.0,2020-04-01,МОРСКАЯ ПЛАВУЧАЯ ПЛАТФОРМА
2018141827.0,2020-05-28,МНОГОРАЗОВОЕ ЗАГЛУБЛЯЕМОЕ СООРУЖЕНИЕ ДЛЯ АВТОМАТИЗИРОВАННОГО ОСВОЕНИЯ ОБЪЕКТОВ БЛИЖНЕГО КОСМОСА
2018106855.0,2019-08-26,ВЗРЫВОЗАЩИТНЫЙ ЭЛЕМЕНТ С СИСТЕМОЙ ОПОВЕЩЕНИЯ ЧРЕЗВЫЧАЙНОЙ СИТУАЦИИ
2016148482.0,2018-06-13,Способ сверхточной инструментальной диагностики герметичности гидроизоляции плоской кровли и способ адаптации кровли для его проведения
2017103993.0,2018-08-08,УСТРОЙСТВО ДЛЯ КРЕПЛЕНИЯ
2016129876.0,2018-01-25,Рабочий грузоподъемный орган экскаватора
2019118171.0,2020-12-10,ТЕХНОЛОГИЯ УТИЛИЗАЦИИ ОТХОДОВ НЕФТЯНОЙ ПРОМЫШЛЕННОСТИ В ДОРОЖНОМ СТРОИТЕЛЬСТВЕ
2018140646.0,2020-05-19,ЗВУКОИЗОЛИРУЮЩЕЕ ОГРАЖДЕНИЕ
2019102201.0,2020-07-28,РАБОЧАЯ МАШИНА С ГИДРАВЛИКОЙ ДЛЯ РЕКУПЕРАЦИИ ЭНЕРГИИ
2018126803.0,2020-01-20,"ПРОТИВООБЛЕДЕНИТЕЛЬНАЯ ЖИДКОСТЬ ДЛЯ СТЕКЛА АВТОМОБИЛЯ, СПОСОБ УСТРАНЕНИЯ НАЛЕДИ И СПОСОБ ПОДАЧИ ПРОТИВООБЛЕДЕНИТЕЛЬНОЙ ЖИДКОСТИ"
2018124323.0,2020-01-20,ГИДРОЭЛЕКТРОСТАНЦИЯ
2019108531.0,2020-09-25,Надгробные памятники с электронной системой воспроизведения
2019114597.0,2020-11-13,Волноприбойная электростанция
2018113540.0,2019-10-18,Способ изготовления несущей панели из дерева с соломенным утеплителем
2018106280.0,2019-08-20,ВЗРЫВОЗАЩИТНЫЙ ЭЛЕМЕНТ С СИСТЕМОЙ ОПОВЕЩЕНИЯ ЧРЕЗВЫЧАЙНОЙ СИТУАЦИИ
2018100364.0,2019-07-10,ВЗРЫВОЗАЩИТНОЕ УСТРОЙСТВО С СИСТЕМОЙ ОПОВЕЩЕНИЯ ЧРЕЗВЫЧАЙНОЙ СИТУАЦИИ
2018101876.0,2019-07-19,СПОСОБ ИССЛЕДОВАНИЯ АКУСТИЧЕСКИХ ХАРАКТЕРИСТИК ЗВУКОПОГЛОЩАЮЩИХ ЭЛЕМЕНТОВ
2017137461.0,2019-05-28,КРИОГЕННЫЙ ГЕНЕРАТОР С ЭЛЕКТРОМАГНИТНОЙ АКТИВАЦИЕЙ
2017132453.0,2019-03-18,СПОСОБ ПРЕДОТВРАЩЕНИЯ ЧРЕЗВЫЧАЙНЫХ СИТУАЦИЙ ВЗРЫВНОГО ХАРАКТЕРА
2017106144.0,2018-08-27,ВЗРЫВОЗАЩИТНАЯ КАМЕРА
2016141060.0,2018-06-15,"УСТАНАВЛИВАЕМЫЙ АНКЕР, СПОСОБ УСТАНОВКИ УСТАНАВЛИВАЕМОГО АНКЕРА, СИСТЕМА УСТАНАВЛИВАЕМОГО АНКЕРА И ПРЕДОТВРАЩАЮЩЕЕ ВРАЩЕНИЕ ПРИСПОСОБЛЕНИЕ"
2016134672.0,2018-03-01,ИМИТАТОР ОКНА
2016152362.0,2018-06-28,СПОСОБ ФОРМИРОВАНИЯ ОТВАЛА
2017142527.0,2019-06-05,Подводящий трубопровод к турбинному трубопроводу бесплотинной гидроэлектростанции
2016143661.0,2018-05-07,Пневматический космический лифт с подпорной башней из заполненных атмосферным газом баллонетов и ограждением из ветроломов для доставки грузов к низкой орбите планеты и способ его строительства
2016134668.0,2018-03-01,СПОСОБ ИМИТАЦИИ ОКНА
2017146746.0,2019-07-02,СИСТЕМА И СПОСОБ ПРИПОВЕРХНОСТНОЙ ПРОКЛАДКИ ПОДЗЕМНЫХ КАБЕЛЕЙ ИЛИ ПОДЗЕМНЫХ ПРОВОДОВ В ГРУНТЕ
2020112089.0,2020-11-30,"Пожарный мотоцикл грунтомет, дисковый кусторез, пластинчатый кусторез, гидропневматическая шина"
2017110390.0,2018-10-01,СТРОИТЕЛЬНАЯ МАШИНА И СПОСОБ ПРОВЕДЕНИЯ ЗЕМЛЯНЫХ РАБОТ С ИСПОЛЬЗОВАНИЕМ ТАКОЙ МАШИНЫ
2019104482.0,2020-08-18,Способ снижения коэффициента водопотребления фитоценозов при энергонакопительной системе содержания почвы в ирригационных ландшафтах
2017138702.0,2019-05-07,Воздушный движитель
2017104416.0,2018-08-15,СПОСОБ И УСТРОЙСТВО ДЛЯ ИЗГОТОВЛЕНИЯ ГИПСОВОЙ ШТУКАТУРНОЙ ПЛИТЫ
2016134807.0,2018-03-05,Устройство для подводного ремонта трубопровода
2018120465.0,2019-12-05,СТЕНД ДЛЯ ИСПЫТАНИЙ ВЗРЫВОЗАЩИТНЫХ КОНСТРУКЦИЙ ЗДАНИЙ И СООРУЖЕНИЙ
2017130960.0,2019-03-01,"УСТРОЙСТВО ПОДБОРА РАЗМЕРА ОТВЕРСТИЯ ДЛЯ ЛЕГКОСБРАСЫВАЕМОГО ЭЛЕМЕНТА КОНСТРУКЦИИ И ЕГО МАССЫ, ПРЕДНАЗНАЧЕННОГО ДЛЯ ЗАЩИТЫ ЗДАНИЙ И СООРУЖЕНИЙ ОТ ВЗРЫВОВ"
2016151703.0,2018-07-02,"ПОКРЫТЫЙ МЕТАЛЛИЧЕСКИЙ ЛИСТ, СПОСОБ ЕГО ПРОИЗВОДСТВА, А ТАКЖЕ КОНСТРУКЦИОННЫЙ МАТЕРИАЛ ДЛЯ НАРУЖНОГО ИСПОЛЬЗОВАНИЯ"
2017134850.0,2019-04-16,ЭЛЕМЕНТ БУРИЛЬНОЙ КОЛОННЫ
2017123102.0,2019-01-09,СИСТЕМА ЗВУКОИЗОЛЯЦИИ
2016151701.0,2018-07-02,"ПОКРЫТЫЙ МЕТАЛЛИЧЕСКИЙ ЛИСТ, СПОСОБ ПРОИЗВОДСТВА, А ТАКЖЕ КОНСТРУКЦИОННЫЙ МАТЕРИАЛ ДЛЯ НАРУЖНОГО ИСПОЛЬЗОВАНИЯ"
2018124505.0,2020-01-23,"НАПОЛЬНОЕ ПОКРЫТИЕ, СОДЕРЖАЩЕЕ ТЕРМОПЛАСТИЧНЫЙ ЭЛАСТОМЕР, И СПОСОБ ЕГО ИЗГОТОВЛЕНИЯ"
2017142334.0,2019-06-05,МОДИФИЦИРОВАННАЯ ПЛИТА OSB И ЕЕ ПРИМЕНЕНИЕ В СТЕНАХ ДЛЯ СИСТЕМ ПОСТРОЙКИ ДОМА
2017106151.0,2018-08-28,СПОСОБ И УСТАНОВКА ДЛЯ ИЗГОТОВЛЕНИЯ ИЗДЕЛИЯ ДЛЯ ПОКРЫТИЯ ПОЛА И ПОЛУЧАЕМОЕ В РЕЗУЛЬТАТЬЕ ИЗДЕЛИЕ ДЛЯ ПОКРЫТИЯ ПОЛА
2018128021.0,2020-02-18,ОТДЕЛОЧНАЯ ПАНЕЛЬ И СПОСОБ ПОЛУЧЕНИЯ ОТДЕЛОЧНЫХ ПАНЕЛЕЙ
2018144908.0,2020-06-18,СТРОИТЕЛЬНЫЙ ЭЛЕМЕНТ
2018144910.0,2020-06-18,СТРОИТЕЛЬНЫЙ ЭЛЕМЕНТ (варианты)
2017123301.0,2019-01-10,Станция для автоматического выравнивания строительных смесей и укладки напольной плитки и станция для автоматического выравнивания строительных смесей и станция для автоматической укладки напольной плитки
2018124995.0,2020-01-09,ИЗОЛЯЦИОННАЯ ФАСАДНАЯ СИСТЕМА
2018123523.0,2019-12-30,СПОСОБ И УСТРОЙСТВО ДЛЯ ИЗГОТОВЛЕНИЯ АРМАТУРНОЙ СЕТКИ
2019110632.0,2020-10-12,СОЕДИНИТЕЛЬНЫЙ ЭЛЕМЕНТ ДЛЯ БЛОКОВ СЕЙСМОСТОЙКОГО СООРУЖЕНИЯ
2016141042.0,2018-04-19,ТЕПЛОСБЕРЕГАЮЩАЯ ЛЕГКОБЕТОННАЯ ПАНЕЛЬ ЗДАНИЯ
2018140478.0,2020-05-18,Многофункциональный остановочный комплекс
2018103650.0,2019-08-01,СОЕДИНИТЕЛЬНЫЙ ЭЛЕМЕНТ ДЛЯ БЛОЧНОГО СООРУЖЕНИЯ
2018110134.0,2019-09-23,СОЕДИНИТЕЛЬНЫЙ ЭЛЕМЕНТ ДЛЯ БЛОКОВ СЕЙСМОСТОЙКОГО ОБЪЕКТА
2019106814.0,2020-09-11,Устройство остова постройки
2017104122.0,2018-08-09,УСТОЙЧИВЫЕ К ДЕФОРМАЦИИ ПОДЛОЖКИ И СПОСОБЫ ИХ ИЗГОТОВЛЕНИЯ И ИСПОЛЬЗОВАНИЯ
2018101092.0,2019-07-15,ЗВУКОПОГЛОЩАЮЩАЯ ОБЛИЦОВКА
2019110630.0,2020-10-12,СИСТЕМА ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ ВЗРЫВООПАСНЫХ ОБЪЕКТОВ
2016149317.0,2018-06-18,АКУСТИЧЕСКАЯ ПОТОЛОЧНАЯ ПЛИТА С УЛУЧШЕННЫМИ ЭСТЕТИЧЕСКИМИ ХАРАКТЕРИСТИКАМИ
2018103642.0,2019-07-31,ШТУЧНЫЙ ЗВУКОПОГЛОТИТЕЛЬ
2017100552.0,2018-07-12,ВЫСОКОПРОЧНАЯ МУФТА ДЛЯ СОЕДИНЕНИЯ АРМАТУРНЫХ СТЕРЖНЕЙ В ОДИН ПРИЕМ
2018105904.0,2019-08-16,ВИБРОИЗОЛЯТОР ДЛЯ СЕЙСМОСТОЙКИХ ЗДАНИЙ
2016152163.0,2018-07-16,КОНСТРУКТИВНЫЙ ЭЛЕМЕНТ
2018113087.0,2019-10-14,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ
2018102322.0,2019-07-22,ОПОРНАЯ БАЛКА С ПОШАГОВЫМ ПЕРЕМЕЩЕНИЕМ
2018113119.0,2019-10-11,АМОРТИЗАТОР ОДНОРАЗОВОГО ДЕЙСТВИЯ ДЛЯ ПРЕДОХРАНИТЕЛЬНЫХ КОНСТРУКЦИЙ ВЗРЫВООПАСНЫХ ЗДАНИЙ
2019101930.0,2020-07-24,УСТРОЙСТВО ДЛЯ КРЕПЛЕНИЯ СТЕКЛА
2017106911.0,2018-09-20,Опалубка для бетона и поддерживающая стойка для опалубки
2018105907.0,2019-08-16,ВИБРОДЕМПФИРУЮЩАЯ ВСТАВКА ДЛЯ ПОЛОСТЕЙ ПЛИТ МЕЖЭТАЖНОГО ПЕРЕКРЫТИЯ
2018105909.0,2019-08-16,ВИБРОДЕМПФИРУЮЩАЯ ВСТАВКА ДЛЯ ПЛИТ МЕЖЭТАЖНОГО ПЕРЕКРЫТИЯ
2019110620.0,2020-10-12,СПОСОБ РЕГИСТРАЦИИ ПОВЫШЕННЫХ УРОВНЕЙ ВИБРАЦИИ СЕЙСМОСТОЙКОГО ФУНДАМЕНТА ЗДАНИЙ
2017106937.0,2018-09-06,НАКРЫВАЮЩЕЕ УСТРОЙСТВО ИЗ ПРОДОЛЖЕННЫХ В РЯД НАКРЫВАЮЩИХ ПАНЕЛЕЙ
2016151278.0,2018-06-26,ЛЕГКАЯ ФОРМОВАННАЯ ЧЕРЕПИЦА С ИНТЕГРИРОВАННЫМИ СОЛНЕЧНЫМИ МОДУЛЯМИ
2018110543.0,2019-09-26,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2018110119.0,2019-09-23,ПРОТИВОВЗРЫВНАЯ ПАНЕЛЬ С ДОПОЛНИТЕЛЬНЫМ ДЕМПФЕРОМ
2018110530.0,2019-09-26,АКУСТИЧЕСКИЙ ЭКРАН
2017113208.0,2018-10-17,АРМАТУРНЫЙ КАНАТ ОТКРЫТОЙ КОНСТРУКЦИИ С ПОЛИМЕРНЫМ ПОКРЫТИЕМ
2018101115.0,2019-07-15,СТЕНОВАЯ РЕЗОНАНСНАЯ ПАНЕЛЬ
2018127782.0,2020-02-17,"НАБОР ПАНЕЛЕЙ, СПОСОБ ИЗГОТОВЛЕНИЯ ТАКОГО НАБОРА ПАНЕЛЕЙ, СБОРКА ПАНЕЛЕЙ И ФИКСИРУЮЩИЙ ПРОФИЛЬ, ПРИМЕНЯЕМЫЙ В УКАЗАННЫХ ПАНЕЛЯХ"
2018145375.0,2020-06-19,Устройство для нанесения штукатурных и иных растворов на обрабатываемые поверхности
2017114605.0,2018-11-06,Быстровозводимый купол
2018101131.0,2019-07-12,ШТУЧНЫЙ ЗВУКОПОГЛОТИТЕЛЬ
2017116782.0,2018-11-13,Способ сооружения монолитных перекрытий (варианты) и подвижное опорное устройство
2018121097.0,2020-02-25,НЕСУЩИЙ КАРКАС
2018110541.0,2019-09-26,МАЛОШУМНОЕ СЕЙСМОСТОЙКОЕ ПРОИЗВОДСТВЕННОЕ ЗДАНИЕ
2017120191.0,2018-12-14,ПОТОЛОЧНАЯ СИСТЕМА
2017120278.0,2018-12-26,"УЗЕЛ ДЛЯ ПОДДЕРЖКИ ПОТОЛОЧНЫХ ПАНЕЛЕЙ И ПОТОЛОЧНАЯ СИСТЕМА, СОДЕРЖАЩАЯ ТАКОЙ УЗЕЛ"
2017121643.0,2018-12-20,КРЕПЕЖНЫЙ ЭЛЕМЕНТ ДЛЯ ПРИКРЕПЛЕНИЯ НАРУЖНОГО МАТЕРИАЛА И НАРУЖНАЯ КОНСТРУКЦИЯ ЗДАНИЯ
2018113085.0,2019-10-11,ЗВУКОПОГЛОЩАЮЩАЯ КОНСТРУКЦИЯ ДЛЯ ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ
2017122023.0,2018-12-24,"УПРОЧНЕННЫЙ СТРОИТЕЛЬНЫЙ БЛОК, ИЗГОТОВЛЕННЫЙ ИЗ ПЕНОБЕТОНА АВТОКЛАВНОГО ТВЕРДЕНИЯ (ПАК)"
2019110730.0,2020-10-12,Шумопоглощающий материал
2018107158.0,2019-08-27,ПРЕДНАПРЯЖЕННАЯ СОСТАВНАЯ ДЕРЕВЯННАЯ БАЛКА
2019104751.0,2020-08-19,УСТРОЙСТВО ДЛЯ ВЫРАВНИВАНИЯ РАЗЛИЧНЫХ ПОВЕРХНОСТЕЙ
2018103645.0,2019-08-01,КОМПЛЕКС ДЛЯ АКУСТИЧЕСКОЙ ЗАЩИТЫ ОПЕРАТОРА
2018108775.0,2019-09-12,РЕШЕТЧАТАЯ КОНСТРУКЦИЯ
2018117983.0,2019-11-15,ДЕРЕВОБЕТОННОЕ САМОНАПРЯЖЕННОЕ ПЕРЕКРЫТИЕ
2017134328.0,2019-04-03,"СПОСОБ, КОНСТРУКЦИЯ, КРЫШКА И АДАПТЕР ДЛЯ ВЫСУШИВАНИЯ ПОВРЕЖДЕННОГО ВОДОЙ ПОЛА"
2016137468.0,2018-03-21,Усиленная форма целевого местоположения в аддитивно изготовленной детали и соответствующий способ
2017136160.0,2019-02-08,МЕХАНИЧЕСКАЯ БЛОКИРОВОЧНАЯ СИСТЕМА ДЛЯ ПАНЕЛЕЙ ПОЛА
2017137528.0,2019-04-29,"СИСТЕМА, СПОСОБ И УСТРОЙСТВО ДЛЯ МАГНИТНЫХ ПОКРЫТИЙ ПОВЕРХНОСТЕЙ"
2018101122.0,2019-07-12,СТЕРЖЕНЬ ДЛЯ КИРПИЧНОЙ ПАНЕЛИ
2018105913.0,2019-08-16,ЗДАНИЕ СЕЙСМОСТОЙКОЕ С КИРПИЧНОЙ СТЕНОВОЙ ПАНЕЛЬЮ
2018101105.0,2019-07-15,СЕЙСМОСТОЙКАЯ КОНСТРУКЦИЯ ЗДАНИЯ
2018101106.0,2019-07-15,СИСТЕМА ИНДИКАТОРОВ БЕЗОПАСНОСТИ ДЛЯ ПРЕДОТВРАЩЕНИЯ ЧРЕЗВЫЧАЙНЫХ СИТУАЦИЙ ВЗРЫВНОГО ХАРАКТЕРА
2018101118.0,2019-07-15,СТЕРЖЕНЬ ДЛЯ КИРПИЧНОЙ ПАНЕЛИ СЕЙСМОСТОЙКОГО ЗДАНИЯ
2017144792.0,2019-06-24,СИСТЕМА ИЗОЛЯЦИИ СТЕН И СПОСОБ СБОРКИ СИСТЕМЫ ИЗОЛЯЦИИ СТЕН
2017146772.0,2019-08-22,ПАНЕЛЬ
2018102369.0,2019-08-02,"СТРОИТЕЛЬНАЯ ПАНЕЛЬ, ПРЕДНАЗНАЧЕННАЯ ДЛЯ ИЗГОТОВЛЕНИЯ ОБОГРЕВАЮЩИХ И/ИЛИ ОХЛАЖДАЮЩИХ СТЕН ЗДАНИЙ"
2018101120.0,2019-07-15,СТЕРЖЕНЬ ДЛЯ КИРПИЧНОЙ ПАНЕЛИ СЕЙСМОСТОЙКОГО ОБЪЕКТА
2018108371.0,2019-09-09,КОНЕВОДЧЕСКИЙ КОМПЛЕКС С ИНТЕГРИРОВАННЫМИ ОБЪЕКТАМИ АЛЬТЕРНАТИВНОЙ ЭНЕРГЕТИКИ
2018101124.0,2019-07-15,СТЕРЖЕНЬ ДЛЯ КИРПИЧНОЙ СТЕНОВОЙ ПАНЕЛИ
2017134793.0,2019-04-04,ОБЛИЦОВАННАЯ ПОТОЛОЧНАЯ СИСТЕМА
2018103643.0,2019-08-01,АКУСТИЧЕСКАЯ КОНСТРУКЦИЯ ДЛЯ ПРОИЗВОДСТВЕННЫХ ПОМЕЩЕНИЙ
2018113124.0,2019-10-11,ЗВУКОИЗОЛИРУЮЩЕЕ ОГРАЖДЕНИЕ С СИСТЕМОЙ ШУМОГЛУШЕНИЯ
2016137144.0,2018-03-19,КОМПОНОВКА КИНОЗАЛОВ В МНОГОЗАЛЬНЫХ КИНОТЕАТРАХ И КИНОЗАЛ ДЛЯ МНОГОЭКРАННОГО КИНОТЕАТРА
2018119293.0,2019-12-05,СИСТЕМА ОТОПЛЕНИЯ И ОХЛАЖДЕНИЯ МОДУЛЬНОГО ЖИЛОГО ЗДАНИЯ
2018103652.0,2019-08-02,ЗВУКОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ КОЛЬЦЕВОГО ТИПА
2018119122.0,2019-12-02,УЛУЧШЕННАЯ ОГНЕСТОЙКОСТЬ ДЛЯ ЛАМИНИРОВАННОЙ ДРЕВЕСНЫМ ШПОНОМ ПОТОЛОЧНОЙ ПЛИТКИ
2016140240.0,2018-12-13,СИСТЕМА МЕХАНИЧЕСКОГО ЗАМКОВОГО СОЕДИНЕНИЯ ДЛЯ ПАНЕЛЕЙ НАПОЛЬНЫХ ПОКРЫТИЙ
2019101502.0,2020-07-21,СТЫКОВОЕ СОЕДИНЕНИЕ ГИПСОКАРТОННЫХ ЛИСТОВ
2019110628.0,2020-10-12,ПАНЕЛЬ ПРОТИВОВЗРЫВНАЯ С ИНДИКАТОРОМ БЕЗОПАСНОСТИ
2018126511.0,2020-01-20,Анкерное устройство и способ поверки его силоизмерительного узла
